"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES"
"PSC00914840","1962-06-03","3.007","131.1237","3.0","TOBI, UM US","   43",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-04","3.007","131.1237","3.0","TOBI, UM US","   76",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-05","3.007","131.1237","3.0","TOBI, UM US","  345",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-06","3.007","131.1237","3.0","TOBI, UM US","   58",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-07","3.007","131.1237","3.0","TOBI, UM US","   28",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-08","3.007","131.1237","3.0","TOBI, UM US","  168",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-09","3.007","131.1237","3.0","TOBI, UM US","  185",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-10","3.007","131.1237","3.0","TOBI, UM US","  221",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-11","3.007","131.1237","3.0","TOBI, UM US","  119",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-12","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-13","3.007","131.1237","3.0","TOBI, UM US","    3",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-14","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-15","3.007","131.1237","3.0","TOBI, UM US","   15",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-16","3.007","131.1237","3.0","TOBI, UM US","   28",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-17","3.007","131.1237","3.0","TOBI, UM US","  472",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-18","3.007","131.1237","3.0","TOBI, UM US","   71",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-19","3.007","131.1237","3.0","TOBI, UM US","   28",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-20","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-21","3.007","131.1237","3.0","TOBI, UM US","    3",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-22","3.007","131.1237","3.0","TOBI, UM US","   15",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-23","3.007","131.1237","3.0","TOBI, UM US","  221",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-24","3.007","131.1237","3.0","TOBI, UM US","  135",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-25","3.007","131.1237","3.0","TOBI, UM US","  452",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-26","3.007","131.1237","3.0","TOBI, UM US","  211",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-27","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-28","3.007","131.1237","3.0","TOBI, UM US","   15",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-29","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-06-30","3.007","131.1237","3.0","TOBI, UM US","  251",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-01","3.007","131.1237","3.0","TOBI, UM US","   13",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-02","3.007","131.1237","3.0","TOBI, UM US","   79",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-03","3.007","131.1237","3.0","TOBI, UM US","  785",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-04","3.007","131.1237","3.0","TOBI, UM US","   15",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-05","3.007","131.1237","3.0","TOBI, UM US","  140",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-06","3.007","131.1237","3.0","TOBI, UM US","  683",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-07","3.007","131.1237","3.0","TOBI, UM US","   13",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-08","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-09","3.007","131.1237","3.0","TOBI, UM US","    3",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-10","3.007","131.1237","3.0","TOBI, UM US","  137",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-11","3.007","131.1237","3.0","TOBI, UM US","  287",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-12","3.007","131.1237","3.0","TOBI, UM US","   38",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-13","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-14","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-15","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-16","3.007","131.1237","3.0","TOBI, UM US","   28",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-17","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-18","3.007","131.1237","3.0","TOBI, UM US","   64",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-19","3.007","131.1237","3.0","TOBI, UM US","  135",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-20","3.007","131.1237","3.0","TOBI, UM US","   28",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-21","3.007","131.1237","3.0","TOBI, UM US","   13",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-22","3.007","131.1237","3.0","TOBI, UM US","  508",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-23","3.007","131.1237","3.0","TOBI, UM US","   99",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-24","3.007","131.1237","3.0","TOBI, UM US","    8",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-25","3.007","131.1237","3.0","TOBI, UM US","  127",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-26","3.007","131.1237","3.0","TOBI, UM US","   64",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-27","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-28","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-29","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-30","3.007","131.1237","3.0","TOBI, UM US","   15",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-07-31","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-01","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-02","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-03","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-04","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-05","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-06","3.007","131.1237","3.0","TOBI, UM US","   76",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-07","3.007","131.1237","3.0","TOBI, UM US","  132",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-08","3.007","131.1237","3.0","TOBI, UM US","    8",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-09","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-10","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-11","3.007","131.1237","3.0","TOBI, UM US","  305",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-12","3.007","131.1237","3.0","TOBI, UM US","   38",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-13","3.007","131.1237","3.0","TOBI, UM US","   28",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-14","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-15","3.007","131.1237","3.0","TOBI, UM US","   69",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-16","3.007","131.1237","3.0","TOBI, UM US","   43",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-17","3.007","131.1237","3.0","TOBI, UM US","  114",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-18","3.007","131.1237","3.0","TOBI, UM US","   53",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-19","3.007","131.1237","3.0","TOBI, UM US","   25",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-20","3.007","131.1237","3.0","TOBI, UM US","   38",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-21","3.007","131.1237","3.0","TOBI, UM US","  122",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-22","3.007","131.1237","3.0","TOBI, UM US","  546",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-23","3.007","131.1237","3.0","TOBI, UM US","  622",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-24","3.007","131.1237","3.0","TOBI, UM US","  259",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-25","3.007","131.1237","3.0","TOBI, UM US","   28",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-26","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-27","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-28","3.007","131.1237","3.0","TOBI, UM US","   64",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-29","3.007","131.1237","3.0","TOBI, UM US","  584",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-30","3.007","131.1237","3.0","TOBI, UM US","   13",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-08-31","3.007","131.1237","3.0","TOBI, UM US","   18",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-01","3.007","131.1237","3.0","TOBI, UM US","   43",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-02","3.007","131.1237","3.0","TOBI, UM US","  178",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-03","3.007","131.1237","3.0","TOBI, UM US","  160",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-04","3.007","131.1237","3.0","TOBI, UM US","  559",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-05","3.007","131.1237","3.0","TOBI, UM US","  130",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-06","3.007","131.1237","3.0","TOBI, UM US","  175",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-07","3.007","131.1237","3.0","TOBI, UM US","  239",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-08","3.007","131.1237","3.0","TOBI, UM US","   48",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-09","3.007","131.1237","3.0","TOBI, UM US","   10",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-10","3.007","131.1237","3.0","TOBI, UM US","  310",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-11","3.007","131.1237","3.0","TOBI, UM US","  559",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-12","3.007","131.1237","3.0","TOBI, UM US","  269",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-13","3.007","131.1237","3.0","TOBI, UM US","   23",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-14","3.007","131.1237","3.0","TOBI, UM US","  122",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-15","3.007","131.1237","3.0","TOBI, UM US","   43",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-16","3.007","131.1237","3.0","TOBI, UM US","   20",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-17","3.007","131.1237","3.0","TOBI, UM US","    5",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-18","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-19","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-20","3.007","131.1237","3.0","TOBI, UM US","   38",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-21","3.007","131.1237","3.0","TOBI, UM US","  160",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-22","3.007","131.1237","3.0","TOBI, UM US","   58",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-23","3.007","131.1237","3.0","TOBI, UM US","   30",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-24","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-25","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-26","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-27","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-28","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-29","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-09-30","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-01","3.007","131.1237","3.0","TOBI, UM US","    3",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-02","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-03","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-04","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-05","3.007","131.1237","3.0","TOBI, UM US","    0",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-06","3.007","131.1237","3.0","TOBI, UM US","    5",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-07","3.007","131.1237","3.0","TOBI, UM US","   28",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-08","3.007","131.1237","3.0","TOBI, UM US","   76",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-09","3.007","131.1237","3.0","TOBI, UM US","   20",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-10","3.007","131.1237","3.0","TOBI, UM US","   18",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-11","3.007","131.1237","3.0","TOBI, UM US","   10",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-12","3.007","131.1237","3.0","TOBI, UM US","   15",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-13","3.007","131.1237","3.0","TOBI, UM US","  213",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-14","3.007","131.1237","3.0","TOBI, UM US","  345",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-15","3.007","131.1237","3.0","TOBI, UM US","   89",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-16","3.007","131.1237","3.0","TOBI, UM US","   48",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-17","3.007","131.1237","3.0","TOBI, UM US","    5",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-18","3.007","131.1237","3.0","TOBI, UM US","  135",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-19","3.007","131.1237","3.0","TOBI, UM US","   61",",,0","    0",",,0","    0",",,0"
"PSC00914840","1962-10-20","3.007","131.1237","3.0","TOBI, UM US","   33",",,0","    0",",,0","    0",",,0"
